evaluations raw_y
1 0.0000000000
2 94.0000000000
14 154.0000000000
47 155.0000000000
125 175.0000000000
127 213.0000000000
211 220.0000000000
237 301.0000000000
361 334.0000000000
434 336.0000000000
484 358.0000000000
579 372.0000000000
654 390.0000000000
753 397.0000000000
873 405.0000000000
1135 411.0000000000
1450 412.0000000000
1711 413.0000000000
1718 419.0000000000
52836 420.0000000000
53599 422.0000000000
56883 426.0000000000
96892 428.0000000000
97836 429.0000000000
99038 431.0000000000
101859 431.0000000000
