evaluations raw_y
1 0.0000000000
2 2.0000000000
9 6.0000000000
64 11.0000000000
2921 13.0000000000
7822 14.0000000000
83344 15.0000000000
125000 1.0000000000
evaluations raw_y
1 1.0000000000
5 2.0000000000
8 4.0000000000
25 8.0000000000
724 9.0000000000
833 11.0000000000
6664 12.0000000000
17466 13.0000000000
19717 15.0000000000
102043 16.0000000000
125000 1.0000000000
evaluations raw_y
1 1.0000000000
2 4.0000000000
131 8.0000000000
696 10.0000000000
947 12.0000000000
4367 15.0000000000
49144 18.0000000000
125000 2.0000000000
evaluations raw_y
1 3.0000000000
16 4.0000000000
104 5.0000000000
105 8.0000000000
153 12.0000000000
7793 13.0000000000
14590 15.0000000000
18053 0.0000000000
