evaluations raw_y
1 0.0000000000
2 165.0000000000
4 226.0000000000
8 238.0000000000
10 277.0000000000
11 335.0000000000
15 367.0000000000
37 370.0000000000
38 385.0000000000
44 389.0000000000
45 409.0000000000
100 416.0000000000
135 420.0000000000
153 421.0000000000
197 422.0000000000
274 423.0000000000
382 425.0000000000
434 427.0000000000
502 428.0000000000
544 429.0000000000
598 432.0000000000
1035 435.0000000000
2040 436.0000000000
2480 438.0000000000
6355 440.0000000000
6763 441.0000000000
8896 442.0000000000
9302 443.0000000000
10000 -1.0000000000
