evaluations raw_y
1 0.0000000000
2 144.0000000000
3 218.0000000000
4 265.0000000000
5 322.0000000000
6 357.0000000000
7 383.0000000000
10 425.0000000000
13 440.0000000000
21 472.0000000000
36 485.0000000000
44 489.0000000000
60 491.0000000000
61 498.0000000000
72 512.0000000000
82 519.0000000000
154 526.0000000000
159 528.0000000000
180 529.0000000000
214 530.0000000000
403 533.0000000000
481 536.0000000000
689 537.0000000000
787 540.0000000000
810 541.0000000000
994 544.0000000000
1231 545.0000000000
1392 547.0000000000
1803 549.0000000000
1945 552.0000000000
2031 556.0000000000
2065 558.0000000000
3281 560.0000000000
3666 561.0000000000
3807 562.0000000000
5810 565.0000000000
10000 281.0000000000
