evaluations raw_y
1 0.0000000000
2 135.0000000000
4 196.0000000000
8 208.0000000000
9 241.0000000000
10 279.0000000000
12 327.0000000000
14 349.0000000000
18 353.0000000000
27 379.0000000000
51 395.0000000000
58 401.0000000000
66 405.0000000000
81 406.0000000000
104 409.0000000000
266 412.0000000000
304 413.0000000000
326 419.0000000000
335 420.0000000000
416 424.0000000000
699 425.0000000000
1060 426.0000000000
1074 427.0000000000
1102 428.0000000000
1578 431.0000000000
1823 433.0000000000
2005 434.0000000000
2636 435.0000000000
3160 437.0000000000
3536 438.0000000000
6553 441.0000000000
10000 108.0000000000
