eval,mean_best_f,std_best_f
1,-2851.0,0.0
2,-2001.3309300340302,0.0
3,-1219.3372213000857,0.0
4,-1150.0091626936628,0.0
5,-1150.0091626936628,0.0
6,-1132.027157803565,0.0
7,-1132.027157803565,0.0
8,-1132.027157803565,0.0
9,-766.0129792440034,0.0
10,-766.0129792440034,0.0
11,-766.0129792440034,0.0
12,-766.0129792440034,0.0
13,1395.944316146862,0.0
14,1395.944316146862,0.0
15,1395.944316146862,0.0
16,2080.4992754482523,0.0
17,2080.4992754482523,0.0
18,2080.4992754482523,0.0
19,2080.4992754482523,0.0
20,2080.4992754482523,0.0
21,2080.4992754482523,0.0
22,2756.4438893954134,0.0
23,3455.790019892689,0.0
24,3455.790019892689,0.0
25,3455.790019892689,0.0
26,3455.790019892689,0.0
27,3455.790019892689,0.0
28,4235.443454917926,0.0
29,4235.443454917926,0.0
30,4235.443454917926,0.0
31,4235.443454917926,0.0
32,5777.034718772404,0.0
33,5777.034718772404,0.0
34,6866.953512815426,0.0
35,6866.953512815426,0.0
36,6866.953512815426,0.0
37,6866.953512815426,0.0
38,6866.953512815426,0.0
39,6866.953512815426,0.0
40,6866.953512815426,0.0
41,6866.953512815426,0.0
42,6866.953512815426,0.0
43,7360.37145144378,0.0
44,7360.37145144378,0.0
45,7360.37145144378,0.0
46,8219.921649434073,0.0
47,8219.921649434073,0.0
48,8219.921649434073,0.0
49,8219.921649434073,0.0
50,8219.921649434073,0.0
51,8219.921649434073,0.0
52,8219.921649434073,0.0
53,8219.921649434073,0.0
54,8219.921649434073,0.0
55,8219.921649434073,0.0
56,8219.921649434073,0.0
57,8219.921649434073,0.0
58,8219.921649434073,0.0
59,8219.921649434073,0.0
60,8219.921649434073,0.0
61,8219.921649434073,0.0
62,8219.921649434073,0.0
63,9121.271859590703,0.0
64,9121.271859590703,0.0
65,9121.271859590703,0.0
66,9121.271859590703,0.0
67,9121.271859590703,0.0
68,9121.271859590703,0.0
69,9699.0327820307,0.0
70,9699.0327820307,0.0
71,9699.0327820307,0.0
72,9699.0327820307,0.0
73,9699.0327820307,0.0
74,9699.0327820307,0.0
75,9699.0327820307,0.0
76,9699.0327820307,0.0
77,9699.0327820307,0.0
78,9699.0327820307,0.0
79,9699.0327820307,0.0
80,9699.0327820307,0.0
81,9699.0327820307,0.0
82,9699.0327820307,0.0
83,9699.0327820307,0.0
84,9699.0327820307,0.0
85,9699.0327820307,0.0
86,9699.0327820307,0.0
87,9699.0327820307,0.0
88,9699.0327820307,0.0
89,9835.315481996151,0.0
90,9835.315481996151,0.0
91,9835.315481996151,0.0
92,9835.315481996151,0.0
93,9835.315481996151,0.0
94,9835.315481996151,0.0
95,9835.315481996151,0.0
96,9835.315481996151,0.0
97,9835.315481996151,0.0
98,10104.746865479005,0.0
99,10104.746865479005,0.0
100,10104.746865479005,0.0
101,10201.898392428926,0.0
102,11132.309880548955,0.0
103,11819.292760378703,0.0
104,11819.292760378703,0.0
105,11819.292760378703,0.0
106,11819.292760378703,0.0
