eval,mean_best_f,std_best_f
1,0.0,0.0
2,155.0,16.97056274847714
3,155.0,16.97056274847714
4,206.5,13.435028842544403
5,206.5,13.435028842544403
6,228.5,17.67766952966369
7,228.5,17.67766952966369
8,263.0,7.0710678118654755
9,276.0,25.45584412271571
10,302.5,13.435028842544403
11,341.0,21.213203435596427
12,341.0,21.213203435596427
13,341.0,21.213203435596427
14,341.0,21.213203435596427
15,378.5,31.81980515339464
16,378.5,31.81980515339464
17,378.5,31.81980515339464
18,385.5,21.920310216782973
19,385.5,21.920310216782973
20,385.5,21.920310216782973
21,385.5,21.920310216782973
22,385.5,21.920310216782973
23,395.0,8.48528137423857
24,395.0,8.48528137423857
25,395.0,8.48528137423857
26,395.0,8.48528137423857
27,395.0,8.48528137423857
28,395.0,8.48528137423857
29,395.0,8.48528137423857
30,395.0,8.48528137423857
31,395.0,8.48528137423857
32,404.5,4.949747468305833
33,404.5,4.949747468305833
34,404.5,4.949747468305833
35,404.5,4.949747468305833
36,404.5,4.949747468305833
37,404.5,4.949747468305833
38,404.5,4.949747468305833
39,404.5,4.949747468305833
40,404.5,4.949747468305833
41,404.5,4.949747468305833
42,404.5,4.949747468305833
43,404.5,4.949747468305833
44,404.5,4.949747468305833
45,404.5,4.949747468305833
46,404.5,4.949747468305833
47,404.5,4.949747468305833
48,404.5,4.949747468305833
49,404.5,4.949747468305833
50,404.5,4.949747468305833
51,404.5,4.949747468305833
52,404.5,4.949747468305833
53,404.5,4.949747468305833
54,405.0,4.242640687119285
55,405.0,4.242640687119285
56,405.0,4.242640687119285
57,405.0,4.242640687119285
58,405.0,4.242640687119285
59,405.0,4.242640687119285
60,405.0,4.242640687119285
61,405.0,4.242640687119285
62,405.0,4.242640687119285
63,405.0,4.242640687119285
64,405.0,4.242640687119285
65,405.0,4.242640687119285
66,405.0,4.242640687119285
67,405.0,4.242640687119285
68,405.0,4.242640687119285
69,406.5,6.363961030678928
70,406.5,6.363961030678928
71,406.5,6.363961030678928
72,406.5,6.363961030678928
73,406.5,6.363961030678928
74,406.5,6.363961030678928
75,406.5,6.363961030678928
76,406.5,6.363961030678928
77,406.5,6.363961030678928
78,406.5,6.363961030678928
79,406.5,6.363961030678928
80,409.0,9.899494936611665
81,409.0,9.899494936611665
82,409.0,9.899494936611665
83,409.0,9.899494936611665
84,409.0,9.899494936611665
85,409.0,9.899494936611665
86,409.0,9.899494936611665
87,409.0,9.899494936611665
88,409.0,9.899494936611665
89,409.0,9.899494936611665
90,409.0,9.899494936611665
91,409.0,9.899494936611665
92,411.0,7.0710678118654755
93,411.0,7.0710678118654755
94,411.0,7.0710678118654755
95,411.0,7.0710678118654755
96,411.0,7.0710678118654755
97,411.0,7.0710678118654755
98,411.0,7.0710678118654755
99,411.0,7.0710678118654755
100,411.0,7.0710678118654755
101,411.0,7.0710678118654755
102,411.0,7.0710678118654755
103,411.0,7.0710678118654755
104,411.0,7.0710678118654755
105,411.0,7.0710678118654755
106,411.0,7.0710678118654755
107,411.0,7.0710678118654755
108,411.0,7.0710678118654755
109,411.0,7.0710678118654755
110,411.0,7.0710678118654755
111,411.0,7.0710678118654755
112,411.0,7.0710678118654755
113,411.0,7.0710678118654755
114,411.0,7.0710678118654755
115,411.0,7.0710678118654755
116,413.0,4.242640687119285
117,413.0,4.242640687119285
118,413.0,4.242640687119285
119,413.0,4.242640687119285
120,414.0,2.8284271247461903
121,414.0,2.8284271247461903
122,414.0,2.8284271247461903
123,414.0,2.8284271247461903
124,414.0,2.8284271247461903
125,414.0,2.8284271247461903
126,414.0,2.8284271247461903
127,414.0,2.8284271247461903
128,414.0,2.8284271247461903
129,414.0,2.8284271247461903
130,414.0,2.8284271247461903
131,414.0,2.8284271247461903
132,414.0,2.8284271247461903
133,414.0,2.8284271247461903
134,414.0,2.8284271247461903
135,414.0,2.8284271247461903
136,414.0,2.8284271247461903
137,414.0,2.8284271247461903
138,414.0,2.8284271247461903
139,414.0,2.8284271247461903
140,414.0,2.8284271247461903
141,416.0,0.0
142,416.0,0.0
143,416.0,0.0
144,416.0,0.0
145,416.0,0.0
146,416.0,0.0
147,416.0,0.0
148,416.0,0.0
149,416.0,0.0
150,416.0,0.0
151,416.0,0.0
152,416.0,0.0
153,417.5,2.1213203435596424
154,417.5,2.1213203435596424
155,417.5,2.1213203435596424
156,417.5,2.1213203435596424
157,417.5,2.1213203435596424
158,417.5,2.1213203435596424
159,417.5,2.1213203435596424
160,417.5,2.1213203435596424
161,417.5,2.1213203435596424
162,417.5,2.1213203435596424
163,417.5,2.1213203435596424
164,417.5,2.1213203435596424
165,417.5,2.1213203435596424
166,417.5,2.1213203435596424
167,417.5,2.1213203435596424
168,417.5,2.1213203435596424
169,417.5,2.1213203435596424
170,417.5,2.1213203435596424
171,417.5,2.1213203435596424
172,417.5,2.1213203435596424
173,417.5,2.1213203435596424
174,417.5,2.1213203435596424
175,417.5,2.1213203435596424
176,417.5,2.1213203435596424
177,417.5,2.1213203435596424
178,417.5,2.1213203435596424
179,417.5,2.1213203435596424
180,417.5,2.1213203435596424
181,417.5,2.1213203435596424
182,417.5,2.1213203435596424
183,417.5,2.1213203435596424
184,417.5,2.1213203435596424
185,417.5,2.1213203435596424
186,417.5,2.1213203435596424
187,417.5,2.1213203435596424
188,417.5,2.1213203435596424
189,417.5,2.1213203435596424
190,417.5,2.1213203435596424
191,417.5,2.1213203435596424
192,417.5,2.1213203435596424
193,417.5,2.1213203435596424
194,417.5,2.1213203435596424
195,417.5,2.1213203435596424
196,417.5,2.1213203435596424
197,417.5,2.1213203435596424
198,417.5,2.1213203435596424
199,417.5,2.1213203435596424
200,417.5,2.1213203435596424
201,417.5,2.1213203435596424
202,417.5,2.1213203435596424
203,417.5,2.1213203435596424
204,417.5,2.1213203435596424
205,417.5,2.1213203435596424
206,417.5,2.1213203435596424
207,417.5,2.1213203435596424
208,417.5,2.1213203435596424
209,417.5,2.1213203435596424
210,417.5,2.1213203435596424
211,417.5,2.1213203435596424
212,417.5,2.1213203435596424
213,417.5,2.1213203435596424
214,417.5,2.1213203435596424
215,417.5,2.1213203435596424
216,417.5,2.1213203435596424
217,417.5,2.1213203435596424
218,417.5,2.1213203435596424
219,417.5,2.1213203435596424
220,417.5,2.1213203435596424
221,417.5,2.1213203435596424
222,417.5,2.1213203435596424
223,417.5,2.1213203435596424
224,417.5,2.1213203435596424
225,417.5,2.1213203435596424
226,417.5,2.1213203435596424
227,417.5,2.1213203435596424
228,417.5,2.1213203435596424
229,417.5,2.1213203435596424
230,417.5,2.1213203435596424
231,417.5,2.1213203435596424
232,417.5,2.1213203435596424
233,417.5,2.1213203435596424
234,417.5,2.1213203435596424
235,417.5,2.1213203435596424
236,417.5,2.1213203435596424
237,417.5,2.1213203435596424
238,417.5,2.1213203435596424
239,417.5,2.1213203435596424
240,417.5,2.1213203435596424
241,417.5,2.1213203435596424
242,419.0,0.0
243,419.0,0.0
244,419.0,0.0
245,419.0,0.0
246,419.0,0.0
247,419.0,0.0
248,419.0,0.0
249,419.0,0.0
250,419.0,0.0
251,419.0,0.0
252,419.0,0.0
253,419.0,0.0
254,419.0,0.0
255,419.0,0.0
256,419.0,0.0
257,419.0,0.0
258,419.0,0.0
259,419.0,0.0
260,419.0,0.0
261,419.0,0.0
262,419.0,0.0
263,419.0,0.0
264,419.0,0.0
265,419.0,0.0
266,419.0,0.0
267,419.0,0.0
268,419.0,0.0
269,419.0,0.0
270,419.0,0.0
271,419.0,0.0
272,419.0,0.0
273,419.0,0.0
274,419.0,0.0
275,419.0,0.0
276,419.0,0.0
277,419.0,0.0
278,419.0,0.0
279,419.0,0.0
280,419.0,0.0
281,419.0,0.0
282,419.0,0.0
283,419.0,0.0
284,419.0,0.0
285,419.0,0.0
286,419.0,0.0
287,419.0,0.0
288,419.0,0.0
289,419.0,0.0
290,419.0,0.0
291,419.0,0.0
292,419.0,0.0
293,419.0,0.0
294,419.0,0.0
295,419.0,0.0
296,419.0,0.0
297,419.0,0.0
298,419.0,0.0
299,419.0,0.0
300,419.0,0.0
301,419.0,0.0
302,419.0,0.0
303,419.0,0.0
304,419.0,0.0
305,419.0,0.0
306,419.0,0.0
307,419.0,0.0
308,419.0,0.0
309,419.0,0.0
310,419.0,0.0
311,419.0,0.0
312,419.0,0.0
313,419.0,0.0
314,419.0,0.0
315,419.5,0.7071067811865476
316,419.5,0.7071067811865476
317,419.5,0.7071067811865476
318,419.5,0.7071067811865476
319,419.5,0.7071067811865476
320,419.5,0.7071067811865476
321,420.5,0.7071067811865476
322,420.5,0.7071067811865476
323,420.5,0.7071067811865476
324,420.5,0.7071067811865476
325,420.5,0.7071067811865476
326,420.5,0.7071067811865476
327,420.5,0.7071067811865476
328,420.5,0.7071067811865476
329,420.5,0.7071067811865476
330,420.5,0.7071067811865476
331,420.5,0.7071067811865476
332,420.5,0.7071067811865476
333,420.5,0.7071067811865476
334,420.5,0.7071067811865476
335,420.5,0.7071067811865476
336,420.5,0.7071067811865476
337,420.5,0.7071067811865476
338,420.5,0.7071067811865476
339,420.5,0.7071067811865476
340,420.5,0.7071067811865476
341,420.5,0.7071067811865476
342,420.5,0.7071067811865476
343,420.5,0.7071067811865476
344,420.5,0.7071067811865476
345,420.5,0.7071067811865476
346,420.5,0.7071067811865476
347,420.5,0.7071067811865476
348,420.5,0.7071067811865476
349,420.5,0.7071067811865476
350,420.5,0.7071067811865476
351,420.5,0.7071067811865476
352,420.5,0.7071067811865476
353,420.5,0.7071067811865476
354,420.5,0.7071067811865476
355,420.5,0.7071067811865476
356,420.5,0.7071067811865476
