eval,mean_best_f,std_best_f
1,0.0,0.0
2,13.97,16.64529362913133
3,20.43,7.509474016201136
4,30.400000000000002,6.590235200658623
5,30.400000000000002,6.590235200658623
6,36.14,1.5273506473629452
7,38.74,2.149604614807099
8,38.74,2.149604614807099
9,53.75,19.07774095641305
10,58.405,12.494576823566286
11,58.405,12.494576823566286
12,58.405,12.494576823566286
13,58.405,12.494576823566286
14,58.405,12.494576823566286
15,58.405,12.494576823566286
16,58.405,12.494576823566286
17,58.405,12.494576823566286
18,58.405,12.494576823566286
19,58.405,12.494576823566286
20,58.405,12.494576823566286
21,58.405,12.494576823566286
22,58.405,12.494576823566286
23,58.405,12.494576823566286
24,58.405,12.494576823566286
25,58.405,12.494576823566286
26,58.405,12.494576823566286
27,58.405,12.494576823566286
28,58.405,12.494576823566286
29,58.405,12.494576823566286
30,62.4,6.844793641885775
31,71.69999999999997,6.307392488183975
32,71.69999999999997,6.307392488183975
33,71.69999999999997,6.307392488183975
34,71.69999999999997,6.307392488183975
35,76.155,12.607713908556141
36,76.155,12.607713908556141
37,84.36500000000001,24.218407255639264
38,85.11000000000004,25.271996359607265
39,85.11000000000004,25.271996359607265
40,85.11000000000004,25.271996359607265
41,89.82,31.932942238384484
42,89.82,31.932942238384484
43,89.82,31.932942238384484
44,89.82,31.932942238384484
45,93.455,26.792275939158277
46,93.455,26.792275939158277
47,95.75,30.03789606480452
48,95.75,30.03789606480452
49,95.75,30.03789606480452
50,95.75,30.03789606480452
51,95.75,30.03789606480452
52,95.75,30.03789606480452
53,95.75,30.03789606480452
54,95.75,30.03789606480452
55,95.75,30.03789606480452
56,95.75,30.03789606480452
57,95.75,30.03789606480452
58,95.75,30.03789606480452
59,95.75,30.03789606480452
60,95.75,30.03789606480452
61,95.75,30.03789606480452
62,106.50500000000002,45.247762928127194
63,106.50500000000002,45.247762928127194
64,106.50500000000002,45.247762928127194
65,106.50500000000002,45.247762928127194
66,112.745,36.42307029891911
67,112.745,36.42307029891911
68,112.745,36.42307029891911
69,112.745,36.42307029891911
70,112.745,36.42307029891911
71,112.745,36.42307029891911
72,112.745,36.42307029891911
73,112.745,36.42307029891911
74,112.745,36.42307029891911
75,112.745,36.42307029891911
76,112.745,36.42307029891911
77,112.745,36.42307029891911
78,112.745,36.42307029891911
79,123.29499999999999,21.50311721588297
80,123.29499999999999,21.50311721588297
81,123.29499999999999,21.50311721588297
82,123.29499999999999,21.50311721588297
83,123.29499999999999,21.50311721588297
84,123.29499999999999,21.50311721588297
85,123.29499999999999,21.50311721588297
86,123.29499999999999,21.50311721588297
87,123.29499999999999,21.50311721588297
88,123.29499999999999,21.50311721588297
89,123.29499999999999,21.50311721588297
90,123.29499999999999,21.50311721588297
91,123.29499999999999,21.50311721588297
92,123.29499999999999,21.50311721588297
93,123.29499999999999,21.50311721588297
94,123.29499999999999,21.50311721588297
95,123.29499999999999,21.50311721588297
96,123.29499999999999,21.50311721588297
97,123.29499999999999,21.50311721588297
98,123.29499999999999,21.50311721588297
99,123.29499999999999,21.50311721588297
100,123.29499999999999,21.50311721588297
101,123.29499999999999,21.50311721588297
102,123.29499999999999,21.50311721588297
103,123.29499999999999,21.50311721588297
104,125.48500000000004,18.405989514285814
105,125.48500000000004,18.405989514285814
106,125.48500000000004,18.405989514285814
107,125.48500000000004,18.405989514285814
108,125.48500000000004,18.405989514285814
109,125.48500000000004,18.405989514285814
110,125.48500000000004,18.405989514285814
111,133.01500000000001,7.756961389616456
112,133.01500000000001,7.756961389616456
