evaluations raw_y
1 -1927.0000000000
3 -1910.0000000000
5 -1893.0000000000
15 -1876.0000000000
22 -1844.0000000000
76 -1830.0000000000
763 -1824.0000000000
831 -1813.0000000000
5284 -1785.0000000000
10000 -1942.0000000000
evaluations raw_y
1 -1951.0000000000
2 -1934.0000000000
3 -1905.0000000000
4 -1887.0000000000
21 -1860.0000000000
44 -1853.0000000000
50 -1841.0000000000
89 -1826.0000000000
1564 -1803.0000000000
10000 -1908.0000000000
evaluations raw_y
1 -1912.0000000000
2 -1870.0000000000
4 -1868.0000000000
41 -1858.0000000000
88 -1838.0000000000
561 -1834.0000000000
653 -1791.0000000000
10000 -1896.0000000000
evaluations raw_y
1 -1919.0000000000
3 -1893.0000000000
7 -1885.0000000000
17 -1882.0000000000
29 -1876.0000000000
46 -1871.0000000000
48 -1841.0000000000
125 -1817.0000000000
1523 -1816.0000000000
4102 -1808.0000000000
10000 -1892.0000000000
evaluations raw_y
1 -1948.0000000000
2 -1913.0000000000
8 -1912.0000000000
9 -1890.0000000000
20 -1883.0000000000
30 -1879.0000000000
33 -1871.0000000000
34 -1825.0000000000
199 -1814.0000000000
616 -1799.0000000000
1655 -1778.0000000000
10000 -1890.0000000000
evaluations raw_y
1 -1918.0000000000
4 -1913.0000000000
6 -1902.0000000000
8 -1893.0000000000
9 -1887.0000000000
16 -1882.0000000000
22 -1843.0000000000
66 -1837.0000000000
135 -1834.0000000000
311 -1828.0000000000
1902 -1823.0000000000
2355 -1801.0000000000
10000 -1856.0000000000
evaluations raw_y
1 -1933.0000000000
3 -1864.0000000000
8 -1850.0000000000
63 -1836.0000000000
399 -1834.0000000000
596 -1818.0000000000
691 -1798.0000000000
8558 -1789.0000000000
10000 -1881.0000000000
evaluations raw_y
1 -1899.0000000000
3 -1886.0000000000
5 -1881.0000000000
16 -1878.0000000000
18 -1845.0000000000
229 -1809.0000000000
2673 -1803.0000000000
2693 -1795.0000000000
3801 -1792.0000000000
10000 -1960.0000000000
evaluations raw_y
1 -1940.0000000000
2 -1929.0000000000
3 -1923.0000000000
4 -1913.0000000000
7 -1902.0000000000
11 -1885.0000000000
17 -1874.0000000000
18 -1869.0000000000
20 -1865.0000000000
49 -1816.0000000000
860 -1814.0000000000
1877 -1808.0000000000
8981 -1803.0000000000
10000 -1924.0000000000
evaluations raw_y
1 -1981.0000000000
2 -1951.0000000000
4 -1874.0000000000
5 -1873.0000000000
36 -1859.0000000000
112 -1837.0000000000
506 -1826.0000000000
2639 -1821.0000000000
5128 -1807.0000000000
5626 -1806.0000000000
10000 -1934.0000000000
