evaluations raw_y
1 -1957.0000000000
3 -1942.0000000000
5 -1922.0000000000
51 -1906.0000000000
67 -1904.0000000000
73 -1888.0000000000
311 -1885.0000000000
607 -1870.0000000000
1654 -1868.0000000000
2820 -1858.0000000000
4545 -1854.0000000000
10000 -2002.0000000000
evaluations raw_y
1 -1953.0000000000
2 -1931.0000000000
19 -1909.0000000000
64 -1876.0000000000
115 -1863.0000000000
2024 -1862.0000000000
4903 -1849.0000000000
10000 -1934.0000000000
evaluations raw_y
1 -1987.0000000000
4 -1962.0000000000
6 -1953.0000000000
8 -1919.0000000000
64 -1909.0000000000
158 -1902.0000000000
260 -1881.0000000000
284 -1879.0000000000
633 -1875.0000000000
1236 -1855.0000000000
1609 -1850.0000000000
4797 -1845.0000000000
10000 -2010.0000000000
evaluations raw_y
1 -1956.0000000000
3 -1940.0000000000
8 -1938.0000000000
11 -1930.0000000000
28 -1913.0000000000
44 -1883.0000000000
228 -1880.0000000000
325 -1879.0000000000
330 -1875.0000000000
2160 -1874.0000000000
2446 -1851.0000000000
10000 -2009.0000000000
evaluations raw_y
1 -1983.0000000000
2 -1935.0000000000
4 -1915.0000000000
6 -1905.0000000000
161 -1901.0000000000
173 -1894.0000000000
176 -1881.0000000000
295 -1865.0000000000
1563 -1864.0000000000
2539 -1848.0000000000
10000 -1921.0000000000
evaluations raw_y
1 -1937.0000000000
2 -1934.0000000000
10 -1917.0000000000
26 -1914.0000000000
57 -1908.0000000000
61 -1905.0000000000
125 -1896.0000000000
464 -1869.0000000000
1570 -1868.0000000000
1778 -1865.0000000000
1985 -1860.0000000000
2077 -1855.0000000000
4118 -1849.0000000000
10000 -2012.0000000000
evaluations raw_y
1 -1988.0000000000
2 -1919.0000000000
19 -1886.0000000000
158 -1882.0000000000
192 -1875.0000000000
971 -1871.0000000000
1080 -1866.0000000000
5596 -1847.0000000000
6710 -1842.0000000000
10000 -1961.0000000000
evaluations raw_y
1 -1927.0000000000
8 -1921.0000000000
47 -1903.0000000000
83 -1897.0000000000
122 -1891.0000000000
265 -1885.0000000000
492 -1865.0000000000
860 -1860.0000000000
1663 -1856.0000000000
4749 -1850.0000000000
10000 -1928.0000000000
evaluations raw_y
1 -1963.0000000000
3 -1961.0000000000
8 -1955.0000000000
10 -1950.0000000000
12 -1937.0000000000
21 -1927.0000000000
28 -1915.0000000000
32 -1914.0000000000
45 -1911.0000000000
49 -1898.0000000000
209 -1889.0000000000
363 -1882.0000000000
517 -1881.0000000000
826 -1877.0000000000
878 -1871.0000000000
2683 -1870.0000000000
2940 -1867.0000000000
3292 -1862.0000000000
7997 -1860.0000000000
10000 -1980.0000000000
evaluations raw_y
1 -1944.0000000000
8 -1936.0000000000
10 -1923.0000000000
21 -1900.0000000000
312 -1889.0000000000
326 -1882.0000000000
621 -1879.0000000000
779 -1874.0000000000
1593 -1863.0000000000
3894 -1849.0000000000
10000 -1998.0000000000
