evaluations raw_y
1 0.0000000000
2 314.0000000000
3 349.0000000000
4 376.0000000000
6 486.0000000000
8 533.0000000000
10 562.0000000000
13 587.0000000000
20 612.0000000000
30 620.0000000000
45 624.0000000000
50 636.0000000000
87 637.0000000000
91 655.0000000000
205 656.0000000000
266 658.0000000000
390 663.0000000000
418 670.0000000000
428 672.0000000000
457 675.0000000000
511 677.0000000000
570 678.0000000000
678 683.0000000000
1444 687.0000000000
2278 688.0000000000
2325 690.0000000000
2511 691.0000000000
2545 692.0000000000
2852 699.0000000000
3886 700.0000000000
4672 701.0000000000
5358 702.0000000000
5976 704.0000000000
10132 705.0000000000
12498 707.0000000000
12559 709.0000000000
13644 710.0000000000
16261 713.0000000000
20065 715.0000000000
29573 716.0000000000
74107 718.0000000000
100000 486.0000000000
