value_f,size
0.0,0
109.08,1
161.78999999999996,2
196.62999999999994,3
367.9300000000001,4
392.1999999999999,5
478.0199999999999,6
516.19,7
533.6300000000001,8
560.5899999999999,9
566.6200000000003,10
577.2600000000003,11
604.3600000000002,12
613.69,13
620.6400000000003,14
689.3099999999997,15
730.3400000000001,16
736.7299999999998,17
737.6199999999998,18
746.3399999999996,19
748.1699999999996,20
