value_f,size
-2851.0,0
1174.2582658180727,1
5154.114055592279,2
9034.959962103143,3
12546.129589735003,4
15959.59755012238,5
18952.96747774878,6
21962.704303795093,7
23538.172728963655,8
23805.253162254594,9
23994.251994985334,10
24094.57309417455,11
24103.880718034918,13
24817.42808161824,14
24892.807294100938,15
25243.26463261572,16
25467.185206140053,17
25570.06191941981,18
25770.736739733904,19
