value_f,size
0.0,0
193.67000000000007,1
218.65000000000006,2
353.0899999999998,3
509.4,4
530.7399999999999,5
555.6099999999998,6
573.6399999999996,7
585.4399999999999,8
587.0899999999999,9
591.25,10
