evaluations raw_y
1 -2013.0000000000
2 -1995.0000000000
3 -1967.0000000000
7 -1959.0000000000
19 -1946.0000000000
23 -1940.0000000000
51 -1938.0000000000
83 -1936.0000000000
90 -1932.0000000000
99 -1923.0000000000
111 -1922.0000000000
351 -1920.0000000000
384 -1906.0000000000
1528 -1900.0000000000
1651 -1884.0000000000
4056 -1870.0000000000
10000 -2006.0000000000
evaluations raw_y
1 -1953.0000000000
44 -1947.0000000000
83 -1936.0000000000
103 -1919.0000000000
145 -1914.0000000000
445 -1901.0000000000
1237 -1886.0000000000
10000 -2027.0000000000
evaluations raw_y
1 -1997.0000000000
3 -1972.0000000000
10 -1952.0000000000
23 -1937.0000000000
44 -1934.0000000000
231 -1915.0000000000
602 -1909.0000000000
1064 -1907.0000000000
1270 -1905.0000000000
1279 -1890.0000000000
3383 -1888.0000000000
5544 -1877.0000000000
10000 -1980.0000000000
evaluations raw_y
1 -1976.0000000000
4 -1951.0000000000
5 -1908.0000000000
333 -1907.0000000000
1333 -1892.0000000000
4694 -1887.0000000000
8829 -1881.0000000000
9241 -1862.0000000000
10000 -1989.0000000000
evaluations raw_y
1 -2039.0000000000
3 -2024.0000000000
4 -1996.0000000000
7 -1982.0000000000
9 -1946.0000000000
22 -1942.0000000000
23 -1936.0000000000
67 -1925.0000000000
205 -1920.0000000000
218 -1916.0000000000
412 -1905.0000000000
661 -1904.0000000000
1748 -1901.0000000000
1824 -1890.0000000000
5609 -1863.0000000000
10000 -1963.0000000000
evaluations raw_y
1 -1984.0000000000
3 -1971.0000000000
8 -1944.0000000000
47 -1929.0000000000
56 -1927.0000000000
105 -1917.0000000000
572 -1914.0000000000
576 -1903.0000000000
841 -1894.0000000000
9869 -1889.0000000000
10000 -2030.0000000000
evaluations raw_y
1 -2022.0000000000
2 -1988.0000000000
4 -1947.0000000000
6 -1933.0000000000
64 -1921.0000000000
89 -1905.0000000000
500 -1895.0000000000
2244 -1880.0000000000
2725 -1878.0000000000
10000 -2030.0000000000
evaluations raw_y
1 -1969.0000000000
21 -1945.0000000000
28 -1940.0000000000
39 -1920.0000000000
163 -1901.0000000000
3739 -1895.0000000000
5118 -1890.0000000000
6805 -1881.0000000000
10000 -2003.0000000000
evaluations raw_y
1 -2005.0000000000
2 -1976.0000000000
4 -1975.0000000000
9 -1974.0000000000
11 -1944.0000000000
26 -1926.0000000000
356 -1918.0000000000
381 -1908.0000000000
1306 -1907.0000000000
1868 -1891.0000000000
3999 -1887.0000000000
10000 -2013.0000000000
evaluations raw_y
1 -1947.0000000000
13 -1920.0000000000
157 -1913.0000000000
649 -1911.0000000000
687 -1910.0000000000
774 -1899.0000000000
1246 -1886.0000000000
4137 -1870.0000000000
10000 -1961.0000000000
