evaluations raw_y
1 21.0000000000
2 28.0000000000
3 29.0000000000
4 32.0000000000
57 33.0000000000
132 37.0000000000
14339 39.0000000000
46617 40.0000000000
125000 26.0000000000
evaluations raw_y
1 20.0000000000
2 26.0000000000
6 31.0000000000
30 32.0000000000
125 33.0000000000
144 36.0000000000
2382 37.0000000000
4631 38.0000000000
15713 40.0000000000
125000 30.0000000000
evaluations raw_y
1 20.0000000000
2 26.0000000000
7 27.0000000000
18 31.0000000000
22 32.0000000000
38 33.0000000000
176 34.0000000000
387 35.0000000000
882 38.0000000000
2576 39.0000000000
31621 40.0000000000
72943 41.0000000000
125000 30.0000000000
evaluations raw_y
1 21.0000000000
2 27.0000000000
3 29.0000000000
31 30.0000000000
36 31.0000000000
46 32.0000000000
143 33.0000000000
250 36.0000000000
1544 38.0000000000
45365 39.0000000000
65812 40.0000000000
125000 27.0000000000
evaluations raw_y
1 25.0000000000
2 27.0000000000
3 33.0000000000
7 35.0000000000
188 36.0000000000
3387 37.0000000000
5705 38.0000000000
14214 39.0000000000
56403 40.0000000000
125000 23.0000000000
evaluations raw_y
1 26.0000000000
2 31.0000000000
24 32.0000000000
70 34.0000000000
110 36.0000000000
647 37.0000000000
18435 38.0000000000
47169 39.0000000000
125000 19.0000000000
evaluations raw_y
1 21.0000000000
2 26.0000000000
3 28.0000000000
7 29.0000000000
11 30.0000000000
12 33.0000000000
441 35.0000000000
943 36.0000000000
4605 37.0000000000
7304 39.0000000000
87592 40.0000000000
125000 23.0000000000
evaluations raw_y
1 30.0000000000
34 32.0000000000
131 33.0000000000
415 35.0000000000
2318 38.0000000000
14873 39.0000000000
17893 41.0000000000
125000 22.0000000000
evaluations raw_y
1 19.0000000000
2 22.0000000000
3 25.0000000000
4 26.0000000000
8 29.0000000000
24 33.0000000000
62 37.0000000000
7421 38.0000000000
71254 40.0000000000
125000 19.0000000000
evaluations raw_y
1 21.0000000000
3 26.0000000000
10 28.0000000000
11 31.0000000000
38 32.0000000000
57 33.0000000000
142 34.0000000000
307 36.0000000000
1857 38.0000000000
49720 39.0000000000
125000 25.0000000000
