evaluations raw_y
1 0.0000000000
2 4.2600000000
3 12.4300000000
4 33.1400000000
8 36.0800000000
10 63.8800000000
25 69.2100000000
26 83.1700000000
43 104.1600000000
62 109.0800000000
64 126.8100000000
68 127.2600000000
70 134.3700000000
74 137.6000000000
75 151.5000000000
80 153.8500000000
81 164.5300000000
84 195.2800000000
90 196.3300000000
95 213.1800000000
100 247.4200000000
148 258.0200000000
168 295.3800000000
248 298.0200000000
254 310.9700000000
384 311.1200000000
419 315.3300000000
453 323.4400000000
460 346.2600000000
508 358.5700000000
544 360.9800000000
685 368.1800000000
726 372.0700000000
734 380.2400000000
776 390.9800000000
784 408.6300000000
787 436.8300000000
799 441.5200000000
815 451.1000000000
858 469.9200000000
1142 471.2000000000
1292 485.5300000000
1311 485.8700000000
1557 487.6600000000
2027 491.9100000000
3575 499.4100000000
4293 501.0800000000
4327 513.8600000000
4590 517.4100000000
4640 519.7300000000
4644 531.2200000000
4729 535.8700000000
5031 540.7300000000
5544 555.9000000000
5950 560.3200000000
7042 562.4900000000
7096 563.1000000000
7118 581.8800000000
7121 590.1300000000
7138 593.1100000000
7233 595.0900000000
7395 595.5700000000
7423 599.0300000000
7454 601.8100000000
7474 607.2400000000
7514 610.7600000000
7820 610.9500000000
7877 616.3400000000
8031 617.4000000000
8435 626.6900000000
8811 689.3100000000
8837 710.0100000000
8865 719.4400000000
8866 720.9500000000
8886 722.6300000000
8915 724.8000000000
9072 725.4900000000
9076 734.1000000000
9345 734.8900000000
9368 736.7300000000
9704 738.6600000000
9723 748.1700000000
10000 537.3100000000
