evaluations raw_y
1 2.0000000000
5 4.0000000000
16 6.0000000000
88 8.0000000000
421 12.0000000000
12549 14.0000000000
16279 16.0000000000
46613 17.0000000000
46831 18.0000000000
125000 0.0000000000
evaluations raw_y
1 4.0000000000
29 5.0000000000
115 6.0000000000
315 7.0000000000
669 8.0000000000
796 11.0000000000
3701 13.0000000000
4255 14.0000000000
29940 15.0000000000
32364 17.0000000000
125000 6.0000000000
evaluations raw_y
1 0.0000000000
9 1.0000000000
11 2.0000000000
22 4.0000000000
51 5.0000000000
84 6.0000000000
85 7.0000000000
499 10.0000000000
1536 11.0000000000
3006 13.0000000000
13063 14.0000000000
22526 15.0000000000
78085 16.0000000000
118068 1.0000000000
