evaluations raw_y
1 0.0000000000
2 165.0000000000
4 246.0000000000
5 310.0000000000
6 351.0000000000
9 464.0000000000
10 493.0000000000
12 507.0000000000
72 508.0000000000
89 509.0000000000
129 520.0000000000
135 527.0000000000
151 529.0000000000
315 537.0000000000
437 538.0000000000
447 543.0000000000
453 544.0000000000
490 547.0000000000
541 550.0000000000
779 552.0000000000
879 554.0000000000
1201 557.0000000000
1376 559.0000000000
3940 560.0000000000
4292 561.0000000000
6792 562.0000000000
11386 563.0000000000
15032 564.0000000000
25124 566.0000000000
25290 567.0000000000
52538 568.0000000000
53946 569.0000000000
100000 430.0000000000
