evaluations raw_y
1 0.0000000000
2 2.1200000000
3 13.7600000000
4 29.3700000000
6 30.2500000000
7 38.3400000000
10 58.3500000000
31 79.3200000000
40 89.2800000000
43 100.6600000000
62 119.9300000000
82 120.1700000000
124 120.7300000000
157 124.5200000000
179 127.2900000000
239 130.1000000000
263 140.7900000000
495 151.9900000000
515 155.8100000000
562 181.7500000000
567 189.8200000000
568 195.6000000000
569 199.5200000000
570 233.1600000000
611 249.9800000000
622 259.1700000000
627 262.4600000000
629 276.3500000000
640 286.4600000000
645 286.4900000000
654 288.7300000000
685 294.6800000000
808 354.7500000000
809 373.8300000000
815 403.8100000000
1247 413.5200000000
1990 416.6400000000
3656 441.8800000000
3722 452.2900000000
3756 453.0200000000
5198 453.3400000000
5201 470.2200000000
5203 473.8600000000
5220 474.8300000000
5237 475.1200000000
5242 488.9000000000
5300 500.4300000000
5452 507.3000000000
7553 607.4100000000
7621 609.5600000000
7720 610.4700000000
7757 613.9900000000
8008 617.9500000000
8157 622.3000000000
10000 249.1000000000
