evaluations raw_y
1 -322.0000000000
2 -285.0000000000
4 -283.0000000000
6 -274.0000000000
21 -271.0000000000
31 -262.0000000000
103 -261.0000000000
115 -252.0000000000
238 -243.0000000000
10000 -280.0000000000
evaluations raw_y
1 -303.0000000000
2 -281.0000000000
6 -269.0000000000
13 -258.0000000000
59 -256.0000000000
116 -250.0000000000
1798 -247.0000000000
10000 -290.0000000000
evaluations raw_y
1 -289.0000000000
4 -266.0000000000
13 -260.0000000000
253 -255.0000000000
341 -247.0000000000
1023 -233.0000000000
10000 -289.0000000000
evaluations raw_y
1 -301.0000000000
2 -285.0000000000
4 -278.0000000000
19 -277.0000000000
23 -267.0000000000
49 -266.0000000000
52 -257.0000000000
153 -255.0000000000
307 -253.0000000000
736 -245.0000000000
6951 -240.0000000000
10000 -267.0000000000
evaluations raw_y
1 -291.0000000000
2 -280.0000000000
6 -274.0000000000
11 -266.0000000000
27 -256.0000000000
162 -254.0000000000
447 -251.0000000000
573 -250.0000000000
947 -241.0000000000
10000 -259.0000000000
evaluations raw_y
1 -286.0000000000
3 -257.0000000000
54 -256.0000000000
533 -254.0000000000
558 -253.0000000000
724 -247.0000000000
5048 -241.0000000000
10000 -266.0000000000
evaluations raw_y
1 -298.0000000000
2 -266.0000000000
33 -264.0000000000
38 -258.0000000000
46 -255.0000000000
308 -243.0000000000
6122 -241.0000000000
10000 -292.0000000000
evaluations raw_y
1 -288.0000000000
3 -277.0000000000
7 -269.0000000000
36 -262.0000000000
64 -257.0000000000
202 -251.0000000000
1541 -249.0000000000
2539 -246.0000000000
7816 -243.0000000000
10000 -282.0000000000
evaluations raw_y
1 -274.0000000000
5 -273.0000000000
25 -270.0000000000
29 -258.0000000000
274 -248.0000000000
705 -245.0000000000
10000 -285.0000000000
evaluations raw_y
1 -300.0000000000
2 -291.0000000000
3 -287.0000000000
4 -285.0000000000
5 -278.0000000000
14 -270.0000000000
15 -260.0000000000
39 -258.0000000000
76 -251.0000000000
207 -247.0000000000
289 -246.0000000000
6602 -233.0000000000
10000 -293.0000000000
