evaluations raw_y
1 -291.0000000000
3 -285.0000000000
4 -281.0000000000
8 -272.0000000000
14 -271.0000000000
15 -268.0000000000
23 -265.0000000000
30 -263.0000000000
193 -261.0000000000
248 -259.0000000000
391 -258.0000000000
585 -257.0000000000
924 -250.0000000000
3185 -245.0000000000
10000 -294.0000000000
evaluations raw_y
1 -275.0000000000
11 -273.0000000000
22 -272.0000000000
38 -266.0000000000
59 -265.0000000000
62 -259.0000000000
114 -258.0000000000
200 -255.0000000000
607 -238.0000000000
9583 -236.0000000000
10000 -260.0000000000
evaluations raw_y
1 -301.0000000000
3 -281.0000000000
6 -271.0000000000
14 -268.0000000000
41 -257.0000000000
325 -250.0000000000
412 -248.0000000000
1562 -241.0000000000
10000 -282.0000000000
evaluations raw_y
1 -259.0000000000
63 -258.0000000000
115 -255.0000000000
206 -253.0000000000
619 -241.0000000000
1435 -239.0000000000
10000 -276.0000000000
evaluations raw_y
1 -298.0000000000
2 -284.0000000000
7 -274.0000000000
23 -271.0000000000
37 -269.0000000000
62 -266.0000000000
80 -262.0000000000
150 -260.0000000000
243 -257.0000000000
349 -248.0000000000
1075 -247.0000000000
2728 -241.0000000000
10000 -293.0000000000
evaluations raw_y
1 -275.0000000000
2 -274.0000000000
4 -273.0000000000
7 -262.0000000000
41 -258.0000000000
759 -255.0000000000
1488 -253.0000000000
1545 -250.0000000000
1643 -247.0000000000
5851 -244.0000000000
5998 -242.0000000000
8927 -237.0000000000
10000 -291.0000000000
evaluations raw_y
1 -297.0000000000
4 -274.0000000000
21 -265.0000000000
22 -261.0000000000
30 -260.0000000000
179 -257.0000000000
247 -251.0000000000
420 -249.0000000000
866 -246.0000000000
2498 -239.0000000000
10000 -307.0000000000
evaluations raw_y
1 -286.0000000000
3 -279.0000000000
7 -275.0000000000
10 -267.0000000000
42 -252.0000000000
450 -251.0000000000
525 -244.0000000000
619 -242.0000000000
10000 -279.0000000000
evaluations raw_y
1 -298.0000000000
2 -279.0000000000
6 -265.0000000000
53 -250.0000000000
68 -241.0000000000
7742 -231.0000000000
10000 -282.0000000000
evaluations raw_y
1 -275.0000000000
27 -253.0000000000
28 -250.0000000000
648 -246.0000000000
2087 -241.0000000000
3223 -240.0000000000
10000 -287.0000000000
