evaluations raw_y
1 0.0000000000
4 88.0000000000
7 121.0000000000
20 175.0000000000
116 184.0000000000
203 205.0000000000
205 247.0000000000
206 270.0000000000
243 303.0000000000
294 325.0000000000
300 339.0000000000
316 344.0000000000
334 350.0000000000
339 373.0000000000
362 385.0000000000
415 391.0000000000
418 394.0000000000
495 403.0000000000
635 404.0000000000
717 411.0000000000
848 412.0000000000
854 413.0000000000
887 415.0000000000
1031 418.0000000000
1057 423.0000000000
3164 425.0000000000
5606 426.0000000000
6488 427.0000000000
7068 428.0000000000
10159 429.0000000000
18631 432.0000000000
26455 433.0000000000
102441 431.0000000000
