evaluations raw_y
1 0.0000000000
2 2.8100000000
3 12.0600000000
4 29.3000000000
8 43.9400000000
10 56.5400000000
30 84.1700000000
31 92.7100000000
37 110.3300000000
49 113.1900000000
52 117.8400000000
53 144.6000000000
59 148.2400000000
64 159.0700000000
65 165.0300000000
74 172.4300000000
80 182.6400000000
99 192.2900000000
101 196.3200000000
105 200.9700000000
106 204.9700000000
108 213.9400000000
119 245.0900000000
151 267.4500000000
178 293.7000000000
402 307.9400000000
454 321.5100000000
463 327.0000000000
472 345.2700000000
514 358.8900000000
515 361.2100000000
565 361.3300000000
684 363.8400000000
799 368.4900000000
906 373.0500000000
976 396.8900000000
1489 401.5600000000
1695 406.5800000000
1712 411.6400000000
1719 414.2700000000
1800 416.0700000000
1828 419.2300000000
1843 425.4200000000
1881 427.7200000000
1883 439.1300000000
1977 439.2200000000
2002 448.4400000000
2018 448.8000000000
2041 463.0000000000
2051 467.7900000000
2080 473.5200000000
2113 486.1400000000
2389 493.3200000000
2607 506.3500000000
3044 516.1600000000
3262 526.5200000000
3508 527.7100000000
3613 528.1000000000
3615 634.6600000000
3670 656.0400000000
3673 657.8200000000
3752 660.7400000000
3755 665.6100000000
4012 666.7300000000
4051 667.6300000000
4063 682.5100000000
4211 691.3300000000
4342 692.5100000000
4354 704.7000000000
4383 705.5600000000
4390 751.0300000000
4465 753.5700000000
4511 768.3900000000
4567 774.0100000000
4935 778.6100000000
5096 797.2500000000
5233 797.3200000000
5276 812.2800000000
5279 816.7500000000
5419 842.4500000000
5810 852.5000000000
5812 855.3000000000
5908 863.6700000000
6105 863.9100000000
6388 866.5900000000
6456 872.6200000000
6541 877.2900000000
6630 877.8600000000
6923 880.1200000000
6938 882.6500000000
7313 883.6100000000
7353 915.1800000000
7949 915.6700000000
8148 921.4000000000
9981 924.0300000000
10000 825.4600000000
