evaluations raw_y
1 0.0000000000
2 1.9400000000
3 17.8000000000
4 28.7800000000
8 42.0200000000
10 53.8600000000
26 62.4700000000
27 81.0300000000
44 100.3800000000
46 110.3500000000
50 114.2900000000
51 189.4000000000
54 247.0600000000
71 248.3700000000
81 257.5000000000
84 285.6600000000
93 295.4600000000
107 297.4500000000
141 310.0100000000
154 311.5400000000
167 320.2400000000
169 326.1200000000
176 348.9600000000
187 356.1700000000
222 363.9300000000
286 371.9500000000
296 377.5900000000
311 385.3800000000
325 397.2700000000
327 403.0400000000
352 412.8000000000
371 420.4400000000
482 435.1900000000
503 441.4000000000
547 444.9300000000
554 451.0600000000
587 470.6300000000
629 479.7100000000
630 485.7300000000
659 510.5700000000
809 517.5300000000
1384 538.0800000000
1843 538.9200000000
2358 561.2100000000
2503 568.0300000000
2557 571.1300000000
2570 574.8300000000
2698 594.2700000000
3172 606.7100000000
4220 610.4000000000
4713 616.8000000000
4789 618.1300000000
4858 624.0900000000
4875 726.7000000000
4913 735.8000000000
5058 740.7400000000
5203 755.2700000000
5426 755.4000000000
5539 758.1000000000
5660 759.6000000000
5722 772.4100000000
5786 774.9800000000
5853 785.9000000000
5930 802.1900000000
6364 802.6200000000
6524 803.8000000000
6533 804.0500000000
7090 898.7600000000
7188 901.8200000000
7202 908.2100000000
7212 918.8900000000
7218 929.0100000000
7322 939.6600000000
7463 945.3200000000
10321 955.5300000000
12609 958.1200000000
13935 958.7500000000
16538 965.1400000000
20858 999.1200000000
20874 1040.5600000000
24950 1043.2000000000
25138 1050.6600000000
25158 1055.1900000000
25189 1055.6200000000
25199 1056.7500000000
25217 1059.5800000000
25221 1064.4500000000
25236 1076.1400000000
25284 1082.9000000000
25747 1094.1800000000
25800 1110.0700000000
26467 1118.0900000000
29587 1118.8200000000
29742 1122.6700000000
30013 1126.3400000000
30056 1137.1900000000
30165 1143.0000000000
30339 1150.0100000000
30345 1157.3600000000
30385 1161.6700000000
30769 1169.6400000000
32274 1172.4500000000
37332 1176.2800000000
40453 1179.3200000000
53620 1183.1700000000
60325 1185.8800000000
61086 1186.3400000000
61750 1187.1800000000
62198 1190.3800000000
62708 1192.8900000000
62769 1195.8100000000
62831 1195.9300000000
62881 1210.9600000000
63964 1216.2400000000
65442 1218.5300000000
67168 1219.8700000000
70893 1229.5200000000
74831 1230.3700000000
82121 1231.6400000000
82923 1238.6800000000
82992 1240.3300000000
83028 1247.3500000000
84378 1252.1900000000
87862 1253.8000000000
89946 1254.1600000000
90764 1256.6800000000
90920 1262.2800000000
98050 1263.0800000000
100000 1160.7200000000
